pmcid,keyword_raw,keyword_normalised,licence_code
PMC12724355,safety in plastic surgery,safety in plastic surgery,by
PMC12724355,safety protocols,safety protocols,by
PMC12726740,dual infection,dual infection,by
PMC12726740,genitourinary tb,genitourinary tb,by
PMC12726740,mycobacterium tuberculosis,mycobacterium tuberculosis,by
PMC12726740,prostatic abscess,prostatic abscess,by
PMC12726740,stenotrophomonas maltophilia infection,stenotrophomonas maltophilia infection,by
PMC12723995,diabetic neuropathic pain,diabetic neuropathic pain,by
PMC12723995,insulin pump,insulin pump,by
PMC12723995,multi-modal pain management,multi-modal pain management,by
PMC12723995,neuropathic pain,neuropathic pain,by
PMC12723995,treatment induced diabetic neuropathy,treatment induced diabetic neuropathy,by
PMC12728875,hypertension,hypertension,by
PMC12728875,women’s health,women’s health,by
PMC12728875,primary health care,primary health care,by
PMC12720998,diabetes mellitus,diabetes mellitus,by
PMC12720998,elderly,elderly,by
PMC12720998,hepatocellular carcinoma,hepatocellular carcinoma,by
PMC12720998,ischemic heart disease,ischemic heart disease,by
PMC12720998,myocardial infarction,myocardial infarction,by
PMC12721581,cardiac arrest,cardiac arrest,by
PMC12721581,flu vaccine,flu vaccine,by
PMC12721581,heart attack,heart attack,by
PMC12721581,influenza,influenza,by
PMC12721581,influenza type a,influenza type a,by
PMC12721581,influenza type b,influenza type b,by
PMC12721581,influenza type c,influenza type c,by
PMC12721581,myocardial infraction,myocardial infraction,by
PMC12721581,vaccination,vaccination,by
PMC12718428,embolic infarct,embolic infarct,by
PMC12718428,gastrectomy,gastrectomy,by
PMC12718428,gastric necrosis,gastric necrosis,by
PMC12718428,splenic infarcts,splenic infarcts,by
PMC12718428,surgical laparotomy,surgical laparotomy,by
PMC12718664,apri,apri,by
PMC12718664,fib-3 values,fib-3 values,by
PMC12718664,liver fibrosis marker,liver fibrosis marker,by
PMC12718664,masld,masld,by
PMC12718664,tirzepatide,tirzepatide,by
PMC12718664,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12718618,cardiovascular diseases,cardiovascular diseases,by
PMC12718618,chronic kidney diseases,chronic kidney diseases,by
PMC12718618,clinical outcomes,clinical outcomes,by
PMC12718618,outcomes,outcomes,by
PMC12718618,prognosis,prognosis,by
PMC12718618,sodium-glucose transport protein 2 inhibitors,sodium-glucose transport protein 2 inhibitors,by
PMC12718477,autoimmune,autoimmune,by
PMC12718477,carpal tunnel exclusion,carpal tunnel exclusion,by
PMC12718477,case report,case report,by
PMC12718477,diabetes,diabetes,by
PMC12718477,distal fingertips,distal fingertips,by
PMC12718477,occupational health,occupational health,by
PMC12718477,paresthesia,paresthesia,by
PMC12718477,peripheral neuropathy,peripheral neuropathy,by
PMC12718477,sensory loss,sensory loss,by
PMC12718477,ulcerative colitis,ulcerative colitis,by
PMC12715534,diabetic retinopathy,diabetic retinopathy,by
PMC12715534,electroretinography,electroretinography,by
PMC12715534,reteval,reteval,by
PMC12715534,retevaltm,retevaltm,by
PMC12715534,type 1 diabetes,type 1 diabetes,by
PMC12719531,biliary ascites,biliary ascites,by
PMC12719531,biliary diseases,biliary diseases,by
PMC12719531,gall bladder diseases and gallstones,gall bladder diseases and gallstones,by
PMC12719531,gallbladder mucocele,gallbladder mucocele,by
PMC12719531,gallbladder removal,gallbladder removal,by
PMC12719531,necrotic gallbladder,necrotic gallbladder,by
PMC12719531,type-1 gallbladder perforation,type-1 gallbladder perforation,by
PMC12716871,arrhythmia,arrhythmia,by
PMC12716871,atrial fibrillation,atrial fibrillation,by
PMC12716871,gip,gip,by
PMC12716871,glp-1 receptor agonist,glp-1 receptor agonist,by
PMC12716871,pharmacovigilance,pharmacovigilance,by
PMC12716871,tirzepatide,tirzepatide,by
PMC12718085,atherogenic dyslipidemia,atherogenic dyslipidemia,by
PMC12718085,central adiposity,central adiposity,by
PMC12718085,metabolic syndrome,metabolic syndrome,by
PMC12718085,neutrophil-to-lymphocyte ratio,neutrophil-to-lymphocyte ratio,by
PMC12718085,obesity,obesity,by
PMC12718085,systemic immune-inflammation index,systemic immune-inflammation index,by
PMC12718085,systemic inflammation,systemic inflammation,by
PMC12718085,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12718085,visceral fat,visceral fat,by
PMC12718085,waist-to-hip ratio,waist-to-hip ratio,by
PMC12715288,dapagliflozin,dapagliflozin,by
PMC12715288,fixed-dose combination,fixed-dose combination,by
PMC12715288,glycemic control,glycemic control,by
PMC12715288,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12715288,vildagliptin,vildagliptin,by
PMC12717671,atezolizumab plus bevacizumab therapy,atezolizumab plus bevacizumab therapy,by
PMC12717671,drug-induced myocarditis,drug-induced myocarditis,by
PMC12717671,immune check-point inhibitor,immune check-point inhibitor,by
PMC12717671,multidisciplinary intervention,multidisciplinary intervention,by
PMC12717671,type i diabetes mellitus,type i diabetes mellitus,by
PMC12716367,complications,complications,by
PMC12716367,crohn’s disease,crohn’s disease,by
PMC12716367,hospital readmission,hospital readmission,by
PMC12716367,inflammatory bowel disease,inflammatory bowel disease,by
PMC12716367,risk factors,risk factors,by
PMC12716367,ulcerative colitis,ulcerative colitis,by
PMC12718215,cabergoline,cabergoline,by
PMC12718215,pituitary apoplexy,pituitary apoplexy,by
PMC12718215,pituitary hemorrhage,pituitary hemorrhage,by
PMC12718215,pituitary macroadenoma,pituitary macroadenoma,by
PMC12718215,pituitary microadenoma,pituitary microadenoma,by
PMC12718215,prolactinoma,prolactinoma,by
PMC12712548,diabetes self-care,diabetes self-care,by
PMC12712548,diabetes self-management questionnaire,diabetes self-management questionnaire,by
PMC12712548,glycemic control,glycemic control,by
PMC12712548,patient education,patient education,by
PMC12712548,saudi arabia,saudi arabia,by
PMC12712548,type 1 and type 2 diabetes,type 1 and type 2 diabetes,by
PMC12706499,ledderhose disease,ledderhose disease,by
PMC12706499,partial fasciectomy,partial fasciectomy,by
PMC12706499,plantar fibromatosis,plantar fibromatosis,by
PMC12706499,reccurence,reccurence,by
PMC12706499,surgical treatment,surgical treatment,by
PMC12708013,ace inhibitors,ace inhibitors,by
PMC12708013,albuminuria,albuminuria,by
PMC12708013,aliskiren,aliskiren,by
PMC12708013,angiotensin receptor blockers,angiotensin receptor blockers,by
PMC12708013,chronic kidney disease,chronic kidney disease,by
PMC12708013,hypertension,hypertension,by
PMC12708013,renal hemodynamics,renal hemodynamics,by
PMC12708013,renin inhibitors,renin inhibitors,by
PMC12708013,systematic review,systematic review,by
PMC12708013,type 2 diabetes,type 2 diabetes,by
PMC12709536,Chronic kidney disease,chronic kidney disease,by
PMC12709536,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12709536,diabetic kidney disease,diabetic kidney disease,by
PMC12709536,finerenone,finerenone,by
PMC12709536,nonsteroidal mineralocorticoid receptor antagonists,nonsteroidal mineralocorticoid receptor antagonists,by
PMC12709536,kidney replacement therapy,kidney replacement therapy,by
PMC12712239,point of care,point of care,by
PMC12712239,rural area,rural area,by
PMC12712239,screening camp,screening camp,by
PMC12712239,shivamogga,shivamogga,by
PMC12712239,suspected glaucoma,suspected glaucoma,by
PMC12707267,bariatric medicine,bariatric medicine,by
PMC12707267,gallstone pancreatitis,gallstone pancreatitis,by
PMC12707267,obesity treatment,obesity treatment,by
PMC12707267,pancreatitis causes,pancreatitis causes,by
PMC12707267,tirzepatide or mounjaro,tirzepatide or mounjaro,by
PMC12711359,alzheimer's disease,alzheimer's disease,by
PMC12711359,dapagliflozin,dapagliflozin,by
PMC12711359,dementia,dementia,by
PMC12711359,empagliflozin,empagliflozin,by
PMC12711359,neurocognitive impairment,neurocognitive impairment,by
PMC12711359,neuroprotection,neuroprotection,by
PMC12711359,sodium-glucose cotransporter-2 (sglt2) inhibitors,sodium-glucose cotransporter-2 (sglt2) inhibitors,by
PMC12711359,t2dm,t2dm,by
PMC12711359,type 2 diabetes mellitus (dm),type 2 diabetes mellitus (dm),by
PMC12712415,acne vulgaris,acne vulgaris,by
PMC12712415,age,age,by
PMC12712415,clinical patterns,clinical patterns,by
PMC12712415,distribution,distribution,by
PMC12712415,hyperpigmentation,hyperpigmentation,by
PMC12712415,hypopigmentation,hypopigmentation,by
PMC12712415,malassezia,malassezia,by
PMC12712415,pediatric dermatology,pediatric dermatology,by
PMC12712415,pityriasis versicolor,pityriasis versicolor,by
PMC12712415,tinea versicolor,tinea versicolor,by
PMC12709398,hyponatremia,hyponatremia,by
PMC12709398,osmotic diuresis,osmotic diuresis,by
PMC12709398,sglt2 inhibitors,sglt2 inhibitors,by
PMC12709398,siad,siad,by
PMC12709398,siadh,siadh,by
PMC12706382,antifungal resistance,antifungal resistance,by
PMC12706382,blood stream infection (bsi),blood stream infection (bsi),by
PMC12706382,candida auris,candida auris,by
PMC12706382,candida parapsilosis,candida parapsilosis,by
PMC12706382,candida tropicalis,candida tropicalis,by
PMC12706382,invasive candidiasis,invasive candidiasis,by
PMC12706382,nosocomial infection,nosocomial infection,by
PMC12706382,risk factors,risk factors,by
PMC12712416,adults,adults,by
PMC12712416,quality of life,quality of life,by
PMC12712416,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12712416,walking,walking,by
PMC12712416,yoga,yoga,by
PMC12709533,Vitamin D,vitamin d,by
PMC12709533,cardiovascular disease,cardiovascular disease,by
PMC12709533,adropin,adropin,by
PMC12709533,VEGF,vegf,by
PMC12709533,CD4 +,cd4 +,by
PMC12709533,CD8 +,cd8 +,by
PMC12709405,acute mesenteric ischemia,acute mesenteric ischemia,by
PMC12709405,gastrointestinal complications,gastrointestinal complications,by
PMC12709405,glp-1 receptor agonist,glp-1 receptor agonist,by
PMC12709405,tirzepatide,tirzepatide,by
PMC12709405,unsupervised drug use,unsupervised drug use,by
PMC12709405,weight loss medication,weight loss medication,by
PMC12712351,door-to-ct time,door-to-ct time,by
PMC12712351,intracerebral hemorrhage,intracerebral hemorrhage,by
PMC12712351,recombinant tissue plasminogen activator,recombinant tissue plasminogen activator,by
PMC12712351,stroke,stroke,by
PMC12712351,thrombolysis,thrombolysis,by
PMC12703639,acute kidney injury,acute kidney injury,by
PMC12703639,diabetic nephropathy,diabetic nephropathy,by
PMC12703639,interstitial nephritis,interstitial nephritis,by
PMC12703639,kidney biopsy,kidney biopsy,by
PMC12703639,nephritic syndrome,nephritic syndrome,by
PMC12703639,rapidly progressive glomerulonephritis,rapidly progressive glomerulonephritis,by
PMC12703639,tubulointerstitial disease,tubulointerstitial disease,by
PMC12699164,anti-thyroid antibodies (ata),anti-thyroid antibodies (ata),by
PMC12699164,enoxaparin,enoxaparin,by
PMC12699164,in-vitro fertilization (ivf),in-vitro fertilization (ivf),by
PMC12699164,miscarriage prevention,miscarriage prevention,by
PMC12699164,observational study,observational study,by
PMC12699164,pregnancy outcomes,pregnancy outcomes,by
PMC12699164,preterm birth,preterm birth,by
PMC12699164,retrospective studies,retrospective studies,by
PMC12699164,thyroid autoimmunity (tai),thyroid autoimmunity (tai),by
PMC12701939,antiretroviral therapy,antiretroviral therapy,by
PMC12701939,diabetes mellitus,diabetes mellitus,by
PMC12701939,hiv,hiv,by
PMC12701939,integrated care,integrated care,by
PMC12701939,non-communicable diseases,non-communicable diseases,by
PMC12701939,prevalence,prevalence,by
PMC12701939,risk factors,risk factors,by
PMC12701939,tanzania,tanzania,by
PMC12700841,biomarker,biomarker,by
PMC12700841,geriatric patients,geriatric patients,by
PMC12700841,glycemic control,glycemic control,by
PMC12700841,insulin-like growth factor-1 (igf-1),insulin-like growth factor-1 (igf-1),by
PMC12700841,type 2 diabetes mellitus (t2dm),type 2 diabetes mellitus (t2dm),by
PMC12699234,coinfection,coinfection,by
PMC12699234,lophomonas spp,lophomonas spp,by
PMC12699234,pneumonia,pneumonia,by
PMC12699234,pulmonary lophomoniasis,pulmonary lophomoniasis,by
PMC12699234,streptococcus pyogenes,streptococcus pyogenes,by
PMC12699234,type 1 diabetes mellitus (t1d),type 1 diabetes mellitus (t1d),by
PMC12698496,exocrine pancreatic insufficiency,exocrine pancreatic insufficiency,by
PMC12698496,hemorrhagic stroke,hemorrhagic stroke,by
PMC12698496,neonatal diabetes,neonatal diabetes,by
PMC12698496,pancreatic agenesis,pancreatic agenesis,by
PMC12698496,znf808 mutation,znf808 mutation,by
PMC12703040,candida albicans,candida albicans,by
PMC12703040,case report,case report,by
PMC12703040,fungal peritonitis,fungal peritonitis,by
PMC12703040,gastric perforation,gastric perforation,by
PMC12703040,intensive care,intensive care,by
PMC12701950,extrapulmonary tuberculosis (eptb),extrapulmonary tuberculosis (eptb),by
PMC12701950,immunosuppression,immunosuppression,by
PMC12701950,oral cavity lesion,oral cavity lesion,by
PMC12701950,palatal tuberculosis,palatal tuberculosis,by
PMC12701950,tuberculosis in immigrants,tuberculosis in immigrants,by
PMC12703637,behavioural interventions,behavioural interventions,by
PMC12703637,biopsychosocial model,biopsychosocial model,by
PMC12703637,glycaemic control,glycaemic control,by
PMC12703637,patient-centred care,patient-centred care,by
PMC12703637,type 2 diabetes mellitus,type 2 diabetes mellitus,by
PMC12701742,diabetes mellitus,diabetes mellitus,by
PMC12701742,fungal coinfection,fungal coinfection,by
PMC12701742,necrotizing fasciitis,necrotizing fasciitis,by
PMC12701742,pelvic osteomyelitis,pelvic osteomyelitis,by
PMC12701742,polymicrobial infection,polymicrobial infection,by
PMC12701315,anticoagulation,anticoagulation,by
PMC12701315,fluid management,fluid management,by
PMC12701315,graft survival,graft survival,by
PMC12701315,simultaneous pancreas-kidney transplantation (spk),simultaneous pancreas-kidney transplantation (spk),by
PMC12701315,thrombosis,thrombosis,by
PMC12701315,transpulmonary thermodilution,transpulmonary thermodilution,by
PMC12701315,unfractioned heparin,unfractioned heparin,by
PMC12700703,civil servants,civil servants,by
PMC12700703,geographic variation,geographic variation,by
PMC12700703,health checkups,health checkups,by
PMC12700703,national database (ndb),national database (ndb),by
PMC12700703,real-world data (rwd),real-world data (rwd),by
PMC12701738,acute illness consultation,acute illness consultation,by
PMC12701738,acute myelopathy,acute myelopathy,by
PMC12701738,clinical case report,clinical case report,by
PMC12701738,diabetic neuropathies,diabetic neuropathies,by
PMC12701738,family medicine,family medicine,by
PMC12701738,lower back pain (lbp),lower back pain (lbp),by
PMC12701738,polineuropathy,polineuropathy,by
PMC12698491,acute myocardial infarction,acute myocardial infarction,by
PMC12698491,hypertension,hypertension,by
PMC12698491,in-hospital outcomes,in-hospital outcomes,by
PMC12698491,patients,patients,by
PMC12698491,risk factors,risk factors,by
PMC12698491,ventricular arrhythmias,ventricular arrhythmias,by
PMC12698491,ventricular fibrillation,ventricular fibrillation,by
PMC12698491,ventricular tachycardia,ventricular tachycardia,by
PMC12701319,adults,adults,by
PMC12701319,epidemiology,epidemiology,by
PMC12701319,meta-analysis,meta-analysis,by
PMC12701319,metabolic syndrome,metabolic syndrome,by
PMC12701319,noncommunicable diseases,noncommunicable diseases,by
PMC12701319,prevalence,prevalence,by
PMC12701319,saudi arabia,saudi arabia,by
PMC12701319,systematic review,systematic review,by
PMC12704219,diabetes mellitus,diabetes mellitus,by
PMC12704219,prostatic abscess,prostatic abscess,by
PMC12704219,staphylococcus aureus,staphylococcus aureus,by
PMC12704219,surgical drainage,surgical drainage,by
PMC12704219,turp,turp,by
PMC12690223,canagliflozin,canagliflozin,by
PMC12690223,cardiovascular outcomes,cardiovascular outcomes,by
PMC12690223,dapagliflozin,dapagliflozin,by
