pmcid,pmid,doi,licence,licence_source,retrieval_batch,keyword_group_classification_rule,n_confidently_author_keywords,included_in_benchmark_construction
PMC12658840,41322827.0,10.7759/cureus.95492,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12664664,41322924.0,10.7759/cureus.95758,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12666492,41333488.0,10.7759/cureus.95882,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12660019,41322821.0,10.7759/cureus.95630,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12665121,41328144.0,10.7759/cureus.95792,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12647397,41311738.0,10.7759/cureus.95473,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC12662256,41322746.0,10.7759/cureus.95681,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12667557,41333512.0,10.7759/cureus.95899,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12667217,41333513.0,10.7759/cureus.95893,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12660513,41322896.0,10.7759/cureus.95632,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12663531,41322854.0,10.7759/cureus.95715,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12647926,41311766.0,10.7759/cureus.95477,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_494ab50bc7d05529,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12645516,41306149.0,10.7759/cureus.95434,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC12643440,41293379.0,10.7759/cureus.95400,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12645092,41306860.0,10.12688/wellcomeopenres.21374.1,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12641580,41293374.0,10.7759/cureus.95377,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),10,False
PMC12640431,41287675.0,10.7759/cureus.95143,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12641376,41293389.0,10.7759/cureus.95285,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12646291,41306166.0,10.7759/cureus.95454,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12641199,41293367.0,10.7759/cureus.95365,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12643824,41306145.0,10.7759/cureus.95410,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),9,False
PMC12640370,41287696.0,10.7759/cureus.95152,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12640694,41287737.0,10.7759/cureus.95325,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12645107,39817379.0,10.2174/0118715303316445241108100017,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12646130,41306154.0,10.7759/cureus.95446,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12645249,41306185.0,10.7759/cureus.95420,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12641577,41293605.0,10.7759/cureus.97588,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_dd43441693298435,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12633637,41280971.0,10.7759/cureus.95063,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8edc32f5cc04b708,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12640533,41287659.0,10.7759/cureus.95291,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8edc32f5cc04b708,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12638270,41281028.0,10.7759/cureus.95194,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8edc32f5cc04b708,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12638069,41280976.0,10.7759/cureus.95183,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8edc32f5cc04b708,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12631496,41280984.0,10.7759/cureus.94968,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8edc32f5cc04b708,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12640194,41280962.0,10.7759/cureus.95240,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8edc32f5cc04b708,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12633787,41281014.0,10.7759/cureus.95072,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8edc32f5cc04b708,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12640187,41280968.0,10.7759/cureus.95236,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_8edc32f5cc04b708,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12627981,41267709.0,10.7759/cureus.94959,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_66d0f4b2fc96d7d0,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12620707,41255584.0,10.14789/ejmj.JMJ25-0013-OA,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_66d0f4b2fc96d7d0,confidently_author only (ambiguous/clearly_not_author excluded),3,True
PMC12628715,41040013.0,10.1111/dme.70153,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_66d0f4b2fc96d7d0,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12619912,41250728.0,10.7759/cureus.94771,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_66d0f4b2fc96d7d0,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12627979,41267734.0,10.7759/cureus.94960,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_66d0f4b2fc96d7d0,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12627980,41268038.0,10.7759/cureus.97197,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_66d0f4b2fc96d7d0,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12620914,41257150.0,10.7759/cureus.94757,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_66d0f4b2fc96d7d0,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12620923,41255506.0,10.7759/cureus.96976,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_66d0f4b2fc96d7d0,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12620099,41257148.0,10.7759/cureus.94754,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_66d0f4b2fc96d7d0,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12616195,41246621.0,10.7759/cureus.94610,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12618048,41246718.0,10.7759/cureus.94662,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12615017,41246727.0,10.7759/cureus.94593,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12613139,41246630.0,10.7759/cureus.94544,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12616207,41246693.0,10.7759/cureus.94578,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12614121,41246652.0,10.7759/cureus.94567,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12616193,41246715.0,10.7759/cureus.94739,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12619965,41250706.0,10.7759/cureus.94800,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC12614663,41246725.0,10.7759/cureus.94583,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12612611,41246702.0,10.7759/cureus.94518,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12614912,41246743.0,10.7759/cureus.94588,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),7,True
PMC12619631,41245934.0,10.7759/cureus.96905,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12612781,41246701.0,10.7759/cureus.94467,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12615988,41246736.0,10.7759/cureus.94547,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12617460,41246572.0,10.7759/cureus.94645,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),7,False
PMC12612779,41246704.0,10.7759/cureus.94461,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),10,True
PMC12612610,41246777.0,10.7759/cureus.94519,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12615992,41246714.0,10.7759/cureus.94603,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_fd9b8daac6d59b50,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12606883,41234667.0,10.5812/ijem-162367,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_bd2a44f4eea594fd,confidently_author only (ambiguous/clearly_not_author excluded),6,False
PMC12606895,41234388.0,10.5812/ijpr-165080,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_bd2a44f4eea594fd,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12607247,41234977.0,10.7759/cureus.94463,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_bd2a44f4eea594fd,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12611295,41235289.0,10.7759/cureus.96692,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_bd2a44f4eea594fd,confidently_author only (ambiguous/clearly_not_author excluded),8,True
PMC12605316,41235287.0,10.7759/cureus.96593,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_bd2a44f4eea594fd,confidently_author only (ambiguous/clearly_not_author excluded),9,True
PMC12606512,41234997.0,10.7759/cureus.94451,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_bd2a44f4eea594fd,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12604075,41230327.0,10.7759/cureus.94387,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0afde10b9a229232,confidently_author only (ambiguous/clearly_not_author excluded),5,True
PMC12595977,41210000.0,10.7759/cureus.94203,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0afde10b9a229232,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12606611,39092653.0,10.2174/0115733998327293240729080250,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0afde10b9a229232,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12606617,39791168.0,10.2174/0118715303311081241022042321,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0afde10b9a229232,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12597103,41216042.0,10.7759/cureus.94241,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0afde10b9a229232,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12603437,41230308.0,10.7759/cureus.94371,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0afde10b9a229232,confidently_author only (ambiguous/clearly_not_author excluded),5,False
PMC12603435,41230299.0,10.7759/cureus.94373,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0afde10b9a229232,confidently_author only (ambiguous/clearly_not_author excluded),6,True
PMC12597124,41216102.0,10.7759/cureus.94154,CC BY,JATS <permissions> (cross-checked via PMC OAI-PMH pmc_fm where available),efetch_0afde10b9a229232,confidently_author only (ambiguous/clearly_not_author excluded),5,False
