keyword,canonical_form,cluster_id,freq
Rockfos®,Rockfos®,Rockfos®,1
Natural resource based view,Natural resources,Natural resources,59
Marine plastic litter,marine plastic litter,marine plastic litter,2
Plastic mismanagement,Plastic mismanagement,Plastic mismanagement,1
Plastic production,plastic production,plastic production,2
fungal granules,fungal granules,fungal granules,1
Fortified food,Fortified foods,Fortified foods,2
Mild solar drying,Mild solar drying,Mild solar drying,1
Papaya fruit,Papaya fruit,Papaya fruit,1
Papaya seeds,Papaya seeds,Papaya seeds,1
volcanic islands,volcanic islands,volcanic islands,1
water galleries,water galleries,water galleries,1
Cloud supply chain,Cloud supply chain,Cloud supply chain,1
Reconfigurable supply chain,Reconfigurable supply chain,Reconfigurable supply chain,1
Supply chain-as-a-service,Supply chain-as-a-service,Supply chain-as-a-service,1
Retail sector,retail,retail,22
Total ınterpretive structural modelling,Total ınterpretive structural modelling,Total ınterpretive structural modelling,1
municipal solid waste incineration,Municipal solid waste,Municipal solid waste,357
natural weathering,natural weathering,natural weathering,1
Phases,PHA,PHA,10
Circular Economy Framework,Circular economy,Circular economy,14811
Ayurveda,Ayurveda,Ayurveda,1
controlled permeate flux,controlled permeate flux,controlled permeate flux,1
controlled transmembrane pressure,controlled transmembrane pressure,controlled transmembrane pressure,1
Nannochloropsis sp,Nannochloropsis sp.,Nannochloropsis sp.,2
Post-consumer packaging,Post-consumer packaging,Post-consumer packaging,1
Business models dynamics,Business models dynamics,Business models dynamics,1
Collaborative network,Collaborative networks,Collaborative networks,2
Incumbent companies,incumbent companies,incumbent companies,2
Simulation tool,Simulation tool,Simulation tool,1
branched chain fatty acids,branched-chain fatty acids,branched-chain fatty acids,2
Phaffia rhodozyma,Phaffia rhodozyma,Phaffia rhodozyma,1
composite recovery,composite recovery,composite recovery,1
life cycle assess-ment,Life cycle assessment,Life cycle assessment,1021
current collectors,current collectors,current collectors,1
Bottom of the pyramid,Bottom of the pyramid,Bottom of the pyramid,1
Reuse of waste,reuse of waste,reuse of waste,2
Face masks recycling,Face masks recycling,Face masks recycling,1
CO<sub>2</sub> Emissions,CO<sub>2</sub> emissions,CO<sub>2</sub> emissions,234
Trade Openness,Trade openness,Trade openness,2
mesoporous materials,Mesoporous material,Mesoporous material,3
Sn-In-MCM-41,Sn-In-MCM-41,Sn-In-MCM-41,1
sugar conversion,Sugar conversion,Sugar conversion,2
Food miles,Food miles,Food miles,1
Building material flows,Building material flows,Building material flows,1
Mineral construction waste,Mineral construction waste,Mineral construction waste,1
Residential buildings stock,Residential buildings stock,Residential buildings stock,1
Calcium carbonate filler,Calcium carbonate filler,Calcium carbonate filler,1
Stone industry sustainability,Stone industry sustainability,Stone industry sustainability,1
Water-based paint,Water-based paint,Water-based paint,1
Fermentation broth,Fermentation broth,Fermentation broth,1
Medium-chain fatty acids,Medium chain fatty acids,Medium chain fatty acids,5
Hydration kinetics,Hydration kinetics,Hydration kinetics,1
harvesting,Harvesting,Harvesting,5
reused windshields,reused windshields,reused windshields,1
natural degradation,natural degradation,natural degradation,1
single-use products,Single-Use-Products,Single-Use-Products,3
Bottom-up model,Bottom-up model,Bottom-up model,1
bacterial EPSs,bacterial EPSs,bacterial EPSs,1
copper recovery,Copper recovery,Copper recovery,11
heavy metal recycling,heavy metal recycling,heavy metal recycling,1
wastewater depollution,wastewater depollution,wastewater depollution,1
carbohydrate,Carbon,Carbon,117
Nordic microalgae,Nordic microalgae,Nordic microalgae,1
xylose,Xylose,Xylose,4
entropy and economic activities,entropy and economic activities,entropy and economic activities,1
environmental taxes,Environmental sustainability,Environmental sustainability,1324
nutrient losses,Nutrient loss,Nutrient loss,2
Mineral nutrition,Mineral nutrition,Mineral nutrition,1
Consumer practices,Consumer practices,Consumer practices,1
inclusive spatial practices,inclusive spatial practices,inclusive spatial practices,1
more-than-human,More-than-human,More-than-human,3
citral,citral,citral,1
matcha tea,matcha tea,matcha tea,1
End-of-life equipment,End-of-life equipment,End-of-life equipment,1
Banana,banana,banana,3
Monomeric sugars,Monomeric sugars,Monomeric sugars,1
Potential agricultural wastes,Potential agricultural wastes,Potential agricultural wastes,1
bioplastic legislation,bioplastic legislation,bioplastic legislation,1
bioplastic sources,bioplastic sources,bioplastic sources,1
plastic business case,plastic business case,plastic business case,1
R&D&I integration,R&D&I integration,R&D&I integration,1
Tunnel innovation,Tunnel innovation,Tunnel innovation,1
Underground work,Underground work,Underground work,1
End‐of‐life tires,End‐of‐life tires,End‐of‐life tires,1
Three-carbon platform chemicals,Three-carbon platform chemicals,Three-carbon platform chemicals,1
Sturgeon,Sturgeon,Sturgeon,1
process routes,process routes,process routes,1
Community composition,Community composition,Community composition,1
Dormancy,Dormancy,Dormancy,1
Kar1,Kar1,Kar1,1
Karrikin,Karrikin,Karrikin,1
Mobile,Mobile,Mobile,1
Plant growth regulators,Plant growth regulators,Plant growth regulators,1
Pyrolytic liquids,Pyrolytic liquids,Pyrolytic liquids,1
Volatile,Volatiles,Volatiles,3
Aroma recovery,Aroma recovery,Aroma recovery,1
Modelling of organophilic pervaporation,Modelling of organophilic pervaporation,Modelling of organophilic pervaporation,1
Removal of off-flavours,Removal of off-flavours,Removal of off-flavours,1
Seafood aroma,Seafood aroma,Seafood aroma,1
Vacuum fractionated condensation,Vacuum fractionated condensation,Vacuum fractionated condensation,1
Alcoholic fermentation processes,Alcoholic fermentation processes,Alcoholic fermentation processes,1
Corporate carbon footprint,Corporate carbon footprint,Corporate carbon footprint,1
Hybrid multi-regional input-output life-cycle assessment model,Hybrid multi-regional input-output life-cycle assessment model,Hybrid multi-regional input-output life-cycle assessment model,1
brick,Bricks,Bricks,12
Optical sorter,optical sorter,optical sorter,2
image classification,Image classification,Image classification,3
waste recognition,Waste recognition,Waste recognition,3
Economically developed countries,Economically developed countries,Economically developed countries,1
Private household,Private household,Private household,1
fast pyrolysis,Fast pyrolysis,Fast pyrolysis,6
membrane gas absorption,membrane gas absorption,membrane gas absorption,1
supercritical water gasification,supercritical water gasification,supercritical water gasification,2
continuous fiber reinforced plastics,continuous fiber reinforced plastics,continuous fiber reinforced plastics,1
glass fiber fabric,glass fiber fabric,glass fiber fabric,1
recycling strategies,Recycling strategies,Recycling strategies,2
thermally expanding particles,thermally expanding particles,thermally expanding particles,1
Koper,Koper,Koper,1
ports,Ports,Ports,6
Circular centric viewpoint,Circular centric viewpoint,Circular centric viewpoint,1
Layered assessment framework,Layered assessment framework,Layered assessment framework,1
Sustainable value case study,Sustainable value case study,Sustainable value case study,1
Total cost assessment,Total cost assessment,Total cost assessment,1
Phytophthora cactorum,Phytophthora cactorum,Phytophthora cactorum,1
Pinus nigra,Pinus nigra,Pinus nigra,1
Thymus serpyllum,Thymus serpyllum,Thymus serpyllum,1
digital transition,Digital transformation,Digital transformation,45
systematic bibliometric literature review (LRSB),systematic bibliometric literature review (LRSB),systematic bibliometric literature review (LRSB),1
Economy mode,Economy mode,Economy mode,1
Green economy (GE),Green economy (GE),Green economy (GE),1
Hypercycle economy (HE),Hypercycle economy (HE),Hypercycle economy (HE),1
Virtual water,Virtual water,Virtual water,2
Water loss,Water loss,Water loss,1
acne vulgaris,acne vulgaris,acne vulgaris,1
dermatological applications,dermatological application,dermatological application,2
marine natural products,marine natural products,marine natural products,1
red algae,red algae,red algae,1
Rhodophyta,Rhodophyta,Rhodophyta,1
seaweeds,Seaweed,Seaweed,19
skin microbiota,skin microbiota,skin microbiota,1
Staphylococcus epidermidis,Staphylococcus epidermidis,Staphylococcus epidermidis,1
construction company,Construction,Construction,350
Hexane extraction,Hexane extraction,Hexane extraction,1
Peach seeds,Peach seeds,Peach seeds,1
CoCoSo‐D,CoCoSo‐D,CoCoSo‐D,1
multiple attribute group decision‐making,multiple attribute group decision‐making,multiple attribute group decision‐making,1
sine trigonometric interaction operational laws,sine trigonometric interaction operational laws,sine trigonometric interaction operational laws,1
waste clothing recycling channel,waste clothing recycling channel,waste clothing recycling channel,1
business opportunity,Business opportunity,Business opportunity,4
opportunity recognition,opportunity recognition,opportunity recognition,1
direct emissions,direct emissions,direct emissions,1
Ceria,ceria,ceria,2
Cleanup,Clean-up,Clean-up,4
Decontamination kinetics,Decontamination kinetics,Decontamination kinetics,1
Nuclear remediation,Nuclear remediation,Nuclear remediation,1
Acoustic properties,acoustic properties,acoustic properties,2
Chicken feathers,chicken feather,chicken feather,3
Design for de-manufacturing,design for de-manufacturing,design for de-manufacturing,2
alloy formation,alloy formation,alloy formation,1
CO<sub>2</sub>-reoxidation,CO<sub>2</sub>-reoxidation,CO<sub>2</sub>-reoxidation,1
dry reforming,Dry reforming,Dry reforming,2
in-situ XAS,in-situ XAS,in-situ XAS,1
atomic absorption spectroscopy,atomic absorption spectroscopy,atomic absorption spectroscopy,1
water pollutant,Water pollutants,Water pollutants,3
Glass aggregate,Glass aggregate,Glass aggregate,1
Ceramic waste (CW),Ceramic waste (CW),Ceramic waste (CW),1
Gypsum mortar,Gypsum mortar,Gypsum mortar,1
Theory-building,Theory building,Theory building,2
Physical hydrogels,Physical hydrogels,Physical hydrogels,1
Ricotta cheese whey,Ricotta cheese whey,Ricotta cheese whey,1
Fly ash recycling,Fly ash recycling,Fly ash recycling,1
Silanization,silanization,silanization,2
disarmament,disarmament,disarmament,1
liberal order,liberal order,liberal order,1
liberal peace,liberal peace,liberal peace,1
peace,peace,peace,1
creative technologies,creative technologies,creative technologies,1
cultures of consumption,cultures of consumption,cultures of consumption,1
material engagement,material engagement,material engagement,1
materials experience,materials experience,materials experience,3
DDF-GML index,DDF-GML index,DDF-GML index,1
industrial green transformation,industrial green transformation,industrial green transformation,1
spatial correlation,spatial correlation,spatial correlation,1
Ecohydrology,Ecohydrology,Ecohydrology,1
Control beliefs,Control beliefs,Control beliefs,1
Greater Accra Region,Greater Accra Region,Greater Accra Region,1
Moral norms,Moral norms,Moral norms,1
Perceived behavioural control,Perceived behavioural control,Perceived behavioural control,1
Microfiber plastics,Microfiber plastics,Microfiber plastics,1
Textile-apparel manufacturing,Textile-apparel manufacturing,Textile-apparel manufacturing,1
rechargeable batteries,Rechargeable batteries,Rechargeable batteries,4
resource sustainability,Resource sustainability,Resource sustainability,5
research progress,Research progress,Research progress,2
Life cycle impact assessment (LCIA),life cycle impact assessment (LCIA),life cycle impact assessment (LCIA),2
Life cycle inventory (LCI),life cycle inventory (LCI),life cycle inventory (LCI),2
Drying and extraction,Drying and extraction,Drying and extraction,1
Red prickly pear Peel,Red prickly pear Peel,Red prickly pear Peel,1
Analytical strategies,Analytical strategies,Analytical strategies,1
Food contact materials (FCM),Food contact materials (FCM),Food contact materials (FCM),1
Recycled PET (rPET),recycled PET (rPET),recycled PET (rPET),2
Virgin PET (vPET),Virgin PET (vPET),Virgin PET (vPET),1
