keyword,frequency
Onion extract,1
Onion skin,1
pH indicators,1
Bottom-up material stock analyse,1
Building material intensity,1
Chinese building,1
Feature importance,1
Visualization framework,1
spatial resolution,1
Iowa,1
Missouri,1
Model 5SEnSU,1
Resources decoupling,1
Sectoral plastic flow,1
Factorial design,1
Factorial survey,1
Price sensitivity meter,1
Reference prices,1
Norbornanes,1
norbornane derivative,1
norcamphor,1
Norcamphor,1
Limited energies,1
Socio-economic frameworks,1
Value-added foods,1
Elongation to failure,1
PLA composite,1
circular economy priority,1
closed loop recycling rate,1
photovoltaics,1
Discourse analysis,1
Socio-technical imaginarie,1
Municipal solid waste organic fractions,1
Prevention technologies,1
Food supply change,1
Island state,1
Isolated islands,1
Supply change,1
Alkali ion,1
Alkali-ion battery,1
Solar and winds,1
Altruistic mode,1
Total profits,1
Power data,1
Blue jeans,1
Critical-state,1
Geosynthetic reinforced structure,1
Recycled textile,1
Reinforced structures,1
Stress-strain response,1
Waste cotton fiber,1
Concrete matrix,1
Resistance and leaching,1
Resistance capacity,1
Stainless steel fume dust and slag,1
Evaluation of fatigue life,1
Opaque polyethylene terephthalate,1
Spectroelectrochemistry,1
(photo)electrocatalyse,1
Solar-driven chemical transformation,1
UV-Vis spectroelectrochemistry,1
Heat charging,1
Reactor analysis,1
Eutectic freeze crystallizations,1
Battery policies,1
Critical energy material,1
Target cost,1
Extrusion compounding,1
Balanced scorecards,1
Sustainable development goal 11,1
Sustainable development goal 9,1
Meal and bone meal,1
Selective adsorbent material,1
Circular makerspace,1
Citizen engagements,1
Stakeholder strategy,1
Vibrant ecosystem,1
Emissions' impacts,1
Veterinary Drugs,1
veterinary drug,1
Chemical exposure,1
European agriculture,1
weather forecasting,1
extreme weather event,1
field emission,1
Crimped steel fibers,1
Impact mechanical property,1
Impact resistance properties,1
Steel fiber contents,1
Component technologies,1
tetrasodium iminodisuccinate,1
Biodegradable agent,1
Candidate materials,1
Nutrient analyse,1
Nutrient elements,1
electrokinetic treatment,1
Societal value,1
Water provision,1
wireless communication,1
Strategy map,1
Cross laminated timber,1
Uncertain variables,1
Gold deposits,1
Bio-oxidation,1
Gold production,1
In situ leaching,1
Laterite,1
Minerals industry,1
Reductive bioleaching,1
acid leaching,1
biomining,1
biooxidation,1
Ni-Mn-In,1
Secondary copper smelting,1
Shoe sole scrap,1
Shoe soles,1
Thermoset polyurethane waste,1
Reinforcing agent,1
Copper and iron,1
Copper smelting slag,1
Grade compositions,1
Utilization improvement,1
Graphene-based photothermal membrane,1
Heterogeneous nucleation,1
molecular hybridization,1
Open channel flow,1
Shore protection,1
Ancient water conservation practice,1
Conservation practices,1
Sustainable water management,1
Underground water structure,1
Water structure,1
open channel flow,1
underground construction,1
Coal fueled furnaces,1
Carbon control,1
Supply sources,1
Melting furnaces,1
Metal melting,1
Aluminum melting furnaces,1
Calcium hexaaluminate,1
Cryolite melts,1
Ferrotitania slag,1
Ferrotitanium,1
Hexaaluminates,1
Molten cryolite,1
Molten cryolite resistance,1
Biological transformation,1
Public pressures,1
Real options analysis,1
Stepwise investment,1
experimental pig,1
Nocardiopsis chromatogenes,1
Acid red 88,1
Autotrophic nitrogen removal,1
Custody,1
Soybean oil fatty acid,1
Soybean oil sludge,1
Agricultural SME,1
Management capabilities,1
Organizational competence,1
Lean tools,1
Humanure,1
Night soil,1
Renewable energy directive,1
Carpet backing,1
Sustainable polymer composite,1
maturation,1
Filament quality,1
In-situ process,1
Screw design,1
Component framework,1
Component systems,1
Dynamic applications,1
tool use,1
Anaerobic sequencing batch biofilm reactor,1
Annual returns,1
Reactor reactors,1
Soybean molasses,1
Magnetic susceptibility,1
One-pot hydrothermal synthesis,1
Catalytic removal,1
Contaminant adsorption,1
Sludge-derived biochar,1
Perth [Western Australia],1
Virtual closed-loop supply chain  network,1
Consumer-to-business selling,1
Disposition behavior,1
Smartphone return,1
Self-Management,1
Key solution,1
Professional qualifications,1
Professional training,1
Self management,1
mentor,1
self care,1
Flexible films,1
Oil treatment,1
Waste lubricant oil treatment,1
Olive wood,1
Olive wood scrap,1
Re-qualification,1
Wood scrap,1
Biofuel materials,1
Disposable nappy and diaper,1
Energy dependence,1
Remote areas,1
Smart specialization,1
Delphi panel,1
Interpretative structural modelling,1
Citation network analyse,1
Citation networks,1
Design experience,1
Dominant design,1
Biopolymer release,1
Low temperature pretreatment,1
Social challenges,1
eco technology,1
Commercial valorization,1
Extraction/separation,1
Tribological investigations,1
lysinoalanine,1
peracetic acid,1
Keratinoi waste,1
Acremonium,1
porcupine,1
Purpureocillium lilacinum,1
Conventional vs green extraction methodology,1
Extraction liquid,1
Ultrasonic-assisted extractions,1
ex situ modification,1
Komagataeibacter sucrofermentans,1
length,1
Carbon conservation rate,1
Carbon conservations,1
Charcoal yields,1
Cinnamomum burmannii,1
Earthen kiln,1
Animal hides,1
Intra-valorization,1
Carbon emission 1,1
Circular economy5,1
New energy3,1
Reduction4,1
Waste gas resources2,1
Biomedical textiles,1
Cold atmosphere plasma,1
Cold atmospheric plasmas,1
Textile—clothing industry,1
Container and package,1
Durable,1
Non-durable,1
Sustainable product management,1
Modular product design,1
Sustainable modular product design,1
Food Hypersensitivity,1
food allergen,1
allergen,1
Emerging allergen,1
Food allergen,1
Sustainable food contact material,1
food allergy,1
Industrial symbiosis database,1
Input output matching,1
Output matching,1
bioactive fucoidans,1
mannuronic acid,1
A nodosa,1
S latissimum,1
algae biomass,1
Dumas method,1
high performance anion exchange chromatography,1
recalcitrant seed,1
waste stream,1
Cast in place,1
Technical deficiencies,1
Thermal mechanical properties,1
Silicon solar panel,1
Economic agreements,1
New branches,1
Trade agreements,1
World Trade Organizations,1
race,1
World Trade Organization,1
Micro-scale,1
Heavy surface modification,1
Evaporation process,1
Degradation in the environment,1
Melamine etherified resin fiber,1
HPLC-DAD-ESI-MS,1
In-vitro bioactivity,1
Full-scale experiment,1
Constant solution,1
Fully integrated,1
Assessment of ecological and economic effectiveness,1
Mineral formation,1
Technogenic formation,1
Nutrient limitations,1
Seaweed farming,1
seaweed culture,1
I-V measurements,1
Control additives,1
Olive pit,1
Steel elements,1
Life MUSCLES,1
Mussel farm,1
Mussel farming,1
Mussel net,1
Sea farm,1
Off-grid solar,1
Pico solar,1
Solar home system,1
Castanea,1
Mimosa,1
Prunus avium L,1
Wet chemistry analysis,1
Electronic Packaging,1
Packaging devices,1
Vehicle electronics,1
Hydroxyl Groups,1
Agronomic assessment,1
Vibratory shear enhanced processing,1
Hydrophobic-hydrophilic,1
Physicochemical model,1
Yttrium oxide,1
Selective ni leaching,1
Yttria stabilized zirconia powders,1
Yttria-stabilized zirconium,1
Yttria-stabilized-zirconia,1
Zirconia materials,1
Yttria stabilized zirconia,1
Adenosine Diphosphate,1
adenosine diphosphate,1
Spend pickling acid,1
spa treatment,1
Acid rock drainage  or acid and metalliferous drainage,1
Drinking water reclamation,1
Water/wastewater contamination and pollution,1
rupture,1
Ground tire rubber,1
Ground tire rubber-reinforced composite,1
Recycling waste tire,1
Waste management of tire,1
Treatment conditions,1
PHB production,1
Renovation waste minimization,1
Social cognitive theory,1
Butyrylcholinesterase,1
cholinesterase,1
Product oil,1
Chemical stabilization,1
Coke refract,1
Unstable oxide,1
Slot antennas,1
Biochar in construction,1
Cheese whey valorization,1
Coriolus versicolor,1
Medicinal mushroom,1
CO2-utilization,1
nonparametric test,1
Intention to purchase,1
Biomass ratio,1
Lead-acid battery performance,1
Spend sulfuric acid,1
Fiber-reinforced plastic composite material,1
Fiber-reinforced plastic composites,1
End of waste,1
Filling mixtures,1
Shallow geothermal systems,1
Composite healing,1
Healing characterization,1
Sustainable development index,1
Strategic Planning,1
Circularity measure,1
Game-based Learning,1
game-based learning,1
Superior,1
Expansion area,1
Sewerage system,1
Seed yield,1
Specialized metabolite,1
seed production,1
Downdraft gasification,1
Circular principle adoption,1
Green differentiation advantage,1
Total quality environmental management,1
Zero-waste performance,1
Drug-resistance,1
Economic data,1
Hybrid treatment,1
Pharmaceutically active compounds,1
Techno-economic data,1
Initial phasis,1
Main group,1
Market impacts,1
Recovery approach,1
Alkaline pH,1
Biomass biorefinery,1
Continuous reactor study,1
Residual liquid,1
Multiblock copolymer,1
One-pot synthesis,1
Actinomycete,1
Composting technologies,1
Thermophilic stage,1
Milano,1
Poly(vinyl chloride),1
Polymer deconstruction,1
Tert-amyl alcohols,1
Bio-acidification,1
Carbon pool,1
Slurry pH,1
Slurry storages,1
acetic acid fermentation,1
butyric acid fermentation,1
pKa,1
Green marketing innovation,1
Marketing campaign,1
Marketing innovations,1
Young consumer behavior,1
Geo-spatial,1
immunoglobulin G,1
Green constructions,1
cancer mortality,1
energy absorption,1
Acai seed,1
"Circular economy, integrated culture",1
Euterpe oleracea,1
Media production,1
Seedling production,1
Tambaqui,1
DFT calculation,1
Fe recovery,1
iron chelation,1
Sharp increase,1
Research goals,1
Sources of innovation,1
Sustainable goal,1
Rice flour,1
Texture properties,1
OpenLCA,1
Decision making trial and evaluation laboratory,1
Port terminals,1
Railroad yards and terminals,1
Container terminal,1
Fuzzy bonferroni mean operator,1
Fuzzy full consistency method,1
Fuzzy measurement of alternative and ranking according to compromize solution,1
Reach stacker,1
Bioactive extract,1
Ground cover film,1
Ground covers,1
Tomato waste valorization,1
Ultrasound-microwave assisted extraction,1
Control simulation,1
Risk control strategies,1
Risks controls,1
Eco-sustainable product,1
Modulus,1
tensile stress,1
Durability design,1
IS design,1
Policy learning,1
decarbonisation,1
expanded polystyrene,1
lightweight aggregate concrete,1
bond strength,1
chloride permeability,1
freeze resistance,1
acesulfame,1
benzotriazole derivative,1
climbazole,1
Associated bacteria,1
Microbial ecotoxicology,1
Allorhizobium,1
Caulobacter,1
Cellvibrio,1
cladistics,1
Haliangium,1
Neorhizobium,1
Pararhizobium,1
Rhizobacter,1
Anerobic digestate treatment,1
Anerobic digestate valorization,1
Fractioning,1
Liquid digestate treatment,1
Liquor treatment,1
Bahrain,1
architect,1
Magnetic semiconductors,1
Foldable electronic,1
Low Power,1
Nanoplates,1
Paper electronics,1
Power papers,1
Semiconductor layers,1
farnoquinone,1
Brazilian strategy,1
Forty indicator,1
Impact measurements,1
Job creation,1
Recovered carbon,1
Reinstallation,1
Spend supercapacitor,1
Water-in-salt,1
Anion-exchange membrane,1
Biocircular economy,1
depigmenting agent,1
glycan,1
laminaran,1
Skin-care products,1
mouth hygiene,1
Food pathogens,1
Metal oxide nanoparticles,1
Rapid detection,1
Cluster sites,1
Eco-industry parks,1
Neurospora,1
Neurospora intermedia,1
Rhizopus microsporus var. oligosporus,1
Catalytic amination,1
Diamine,1
Diol,1
Oxygenate,1
Platform molecules,1
online analysis,1
Neutrosphopic-DELPHI-based force field analyse,1
Neutrosphopic-DEMATEL,1
Solar photovoltaic energy supply chain,1
Wind energy supply chain,1
Multi-period analyse,1
Multi-resource,1
Multi-resource integration,1
Doping atoms,1
Doping elements,1
Effect of doping,1
Grid-based,1
Nitrogen-rich compounds,1
Collaborator,1
Designer role,1
Ecosystem.,1
Retail and hospitality design,1
Binding-sites,1
Packed bed column,1
quantum mechanics,1
nanowhisker,1
Bio-based packaging,1
Edible film nanocomposite,1
Whey proteins concentrate,1
Nanowhiskers,1
Community energy,1
Value-focused thinking,1
Finite elements simulation,1
Motor recycling,1
And multiple case study,1
Green product innovation,1
Clean energy systems,1
Industrial basis,1
Natural graphite,1
Stock indicators,1
Styrene derivatives,1
Bulk production,1
Computation analysis,1
Zinc doped,1
research and methodology,1
Reuse indicator,1
Second-hand,1
Sn-doped ZnO,1
Terephthalamides,1
opoka,1
Mineral-organic fertilization,1
Opoka-rock,1
Energetic efficiency,1
Sugarcane bagasse ash,1
Bioenergy-based energy model,1
Local circular economy,1
Rural India,1
plasmid DNA,1
Structural fields,1
Wool-based fiber,1
Synthetic foods,1
Artificial wastewater,1
Sustainable leachate treatment,1
Fiber-matrix bonds,1
Matrix repair,1
Policy cycles,1
Energy sourcing,1
Compressed natural gas,1
Palm oil mill effluent treatment,1
Circular urban metabolism,1
Resource use pattern,1
Coal combustion wastes,1
Fly ash from lignite combustion,1
in service training,1
Fuzzy control,1
Defective items,1
Data analysis tool,1
Drone technology,1
Illegal waste site,1
Waste sites,1
Iron oxide red,1
Li-O2cell,1
Lithium/oxygen batteries,1
Γ-fe2O3,1
neoclassical theory,1
Metals release,1
oxalate,1
Waste quality,1
clustering algorithm,1
image quality,1
pinch analysis,1
Multi-sectoral water circularity assessment,1
Water-energy-food-ecosystem nexus,1
Hierarchical best–bad method,1
Floating treatment wetlands,1
Natural based solution,1
Organic foaming material,1
Water restoration,1
Waterwork residue,1
Long lifetime,1
Production loss,1
Retention of metals,1
Fluorescent markers,1
Ammonia release,1
Water reuse and recycling,1
bacteria biofilm,1
Cutting machines (mining),1
alpha arabinofuranosidase,1
Trichoderma spp,1
Tangential velocities,1
Glass wool,1
Low firing temperature,1
Conceptual design stages,1
Screening tool,1
System concepts,1
Triple-bottomline,1
Business to consumer (B2C),1
Customer loyalty,1
Customer trust,1
Energy services,1
Logistics service qualities,1
Online retailing,1
Quality services,1
CO2 electro reduction,1
Product scale,1
Cost-effective approach,1
Grape pomace extract,1
Phospholipid vesicles,1
Probiotic bacteria,1
ecological environmental conditions,1
Adaptation to climate changes,1
Cooling strategy,1
Environmental ergonomic,1
Passive cooling strategy,1
Bacterial biopolymers,1
Leaching tank test,1
Tank tests,1
Scavenger insect,1
Alcoholysis reactions,1
Esterification reactions,1
Polyacids,1
Polyalcohols,1
Polyethylene terephthalate residue,1
Adoption of circular economy,1
Bank manager,1
Environmental belief,1
Perceived susceptibility,1
Phosphor powders,1
Vinasse toxicity,1
Diffusion in solids,1
Pore diffusion models,1
Pseudo-first order kinetic model,1
Remediation measures,1
onsite biogas,1
solid fertilizer,1
biogas production,1
clinical decision support system,1
efficient nutrient recovery,1
environmental gain,1
environmental performance,1
greywater treatment,1
groundwater depth,1
Horizontal subsurface flow constructed wetland,1
human carcinogenic toxicity,1
nutrient discharge,1
resource oriented sanitation,1
Acquisition process,1
Budgeted price,1
Loss-aversion,1
Product return management,1
Promotional offer,1
High rate pond,1
agro industrial wastewater,1
closed system,1
Net Energy Ratio,1
opoen system,1
phytoplankton composition,1
Scenedesmus acutus,1
wastewater treatability,1
Biorefinery bioeconomy renewable energy,1
Hydrogen CCUS BECCS biomass and biorefinery,1
Just transition and net-zero city,1
Lithium-ion battery and battery recycling,1
Nature-inspired solution,1
Whole system optimization and circular economy,1
Iberian mining,1
Mineral content,1
Physical pre-treatment,1
Interface states,1
Controled functionalization,1
Cross-linking structures,1
Gas fluid interface,1
