keyword,frequency
Dynamic shear,1
Shish-kebab,1
Solid phase stretch,1
TPB model,1
graded property,1
non-collagenous proteins,1
tuna side stream,1
unsorted fish by-products,1
innovative change,1
recycling industry,1
teamwork,1
Electrochemical conversion,1
Electrolyzer,1
Ferro-chemistry,1
In-situ recycling,1
Re-fabrication,1
Spent LiFePO<sub>4</sub> batteries,1
Relational database,1
E-Waste recycling,1
Online survey,1
Electrobiorefinery,1
Critical factor,1
Grey Delphi,1
bicycle,1
industrial conveyor,1
magnetic induction spectroscopy,1
Twitch waste stream,1
Polyolefin hydrogenolysis,1
Ruthenium-ceria,1
Shaped-oxides,1
Battery cell chemistries,1
Lithium-ion battery (LIB) recycling,1
dietary habits,1
EU agricultural strategies,1
soil sustainability,1
Circular material management,1
Circular waste bioeconomy,1
Government strategies,1
Smart operations,1
Coke plant,1
Collection rates,1
Freshwater ecosystem,1
Corporate performance,1
Corporate strategy,1
Mechanisms,1
Modified biochars,1
Pristine biochars,1
External enablement framework,1
Food packaging industry,1
Biochemical treatment,1
Sustainable model,1
Citrus orchard modelling,1
LCI data,1
Sustainable fruit growing,1
plantain banana stem,1
Polymer circularity,1
Screw optimization,1
cement–matrix composites,1
Sheep wool fibre,1
Acidogenic pathway,1
CO<sub>2</sub> injection,1
Factorial experimental design,1
Eucalyptus globulus,1
High solids loading,1
Pre-saccharification (PS),1
Agronomic grasses and legumes,1
Mine water treatment,1
Slow-release N fertilization,1
Bis(2-methacryloxyethyl) phosphate,1
Cellulose Circular Economy,1
Cotton cellulose,1
Radiation grafting,1
Uranium remediation,1
beeswax by-product,1
food preservative,1
propolis,1
Risk Premium,1
Stock returns,1
biological pretreatment,1
microbial processes,1
Facility allocation problem,1
Graph-theoretic,1
Pareto optimal,1
Technology selection problem,1
Volarization,1
GC−MS,1
Ternary binder,1
National and regional factors,1
Planning policy,1
Building insulation,1
Eco-friendly insulation material,1
Acid oxidative leaching,1
Ion-exchange process,1
Microwave-assisted leaching,1
Platinum recovery,1
Volatile fatty acid production,1
Bandung,1
informal business,1
kampung,1
urban informality,1
Sorption/desorption,1
Bio fillers,1
Biopolymer-based composites,1
Energy use efficiency,1
Construction and demolition (C&D),1
Reduce-reuse-recycle (3R),1
Mass Flow Analysis,1
environmental Impact,1
building energy consumption,1
demolition and reconstruction,1
GIS-based tools,1
multi-life cycle assessment,1
residential block,1
second half of the 20th century built heritage,1
Core economic legislation,1
EU action plans,1
Instruments assessment,1
Legal measures,1
Soft law,1
environmental prices,1
pollution cost,1
bio-based gypsum plasters,1
Moroccan gypsum,1
natural additives,1
synthetic and mineral additives,1
Gelatin waste streams,1
Probiotics production,1
marking agent,1
Hydrogen adsorption,1
Microporosity,1
NLDFT,1
Pore size distribution,1
Scenario workshop,1
Sociology of repair,1
feed management,1
standardization equations,1
Biological treatment technology,1
Cost comparison,1
Microbial mechanism,1
Fast Fashion,1
achira fiber,1
physical characterization,1
polymeric matrices,1
Livestock diet,1
Mexican national inventory,1
Contestation,1
Problem-resolution spaces,1
Banking performance,1
Biomass resources,1
Durability of composites,1
Liquid thermoplastic (Elium®),1
Natural fibre composites,1
UV exposure,1
AAA batteries,1
auxetic sensors,1
linear sensing performances,1
sensory materials,1
Methanol electrolyser,1
Biochar-cement composites,1
Cement additive/alternative,1
green extraction methodologies,1
seafood by-product,1
Bacterial stress,1
Moist olive pomace,1
Xanthan gum,1
Electromagnetism,1
Hydrogen-as-a-probe,1
Radiation,1
Small-scale defects,1
Ultrasonic,1
operation,1
roadmap,1
break-even time,1
process learning,1
upscaling scenarios,1
agenda 2030,1
circular futures,1
waste strategy,1
Biological approaches,1
Socio-economic indicator,1
Cd removal,1
Fenton sludge,1
Zinc smelter wastewater,1
CESPs,1
ECOCO smart recycler,1
Green concept,1
Hedonic value,1
Modified VIKOR,1
User benefit,1
Resistograph,1
cryogenic removal,1
BSS,1
local communities,1
RES,1
smart grids,1
Green polymers,1
circular concrete,1
fracture energy,1
recycled plastic aggregates,1
Printed circuit board (PCB),1
B2B market,1
morphological framework,1
sharing business models,1
Potential economic value,1
bibliometric literature review,1
Onboard management,1
Policy for management,1
multidimensional modeling,1
urban waste management,1
Extended producer liability,1
Multi stakeholder’s perspective,1
Plastic manufacturing,1
Recycling usage,1
Data requirements,1
Stakeholder identification,1
Dichloromethane absorption,1
Interfacial mass transfer,1
Lattice Boltzmann method,1
Rayleigh convection,1
Glass packaging waste,1
Metallic packaging waste,1
Chrome-tanned leather residues,1
China's green low-carbon circular economy,1
Regional unevenness,1
Synergy effects,1
Beaches cleanups,1
Marine litter management,1
Marine litter pollution,1
Oceanic island,1
LIFE Enrich project,1
Sustainable life cycle analysis,1
Water resource recovery factory (WRRF),1
exercise monitoring,1
spent catalysts,1
triboelectrics,1
inclusive innovation,1
mission economy,1
DOSY,1
re-extrusion cycles,1
recycled PLA filaments,1
ARCADIA,1
composting industry,1
heavy-duty machinery,1
hyperconnected platform,1
Model-Based Systems Engineering,1
Physical Internet,1
Internet recycling,1
Business and natural environment,1
Paradigm,1
ceramic formulations,1
eggshell waste,1
EU mobility,1
Monitoring and simulation,1
matching algorithms,1
Factor analyses,1
Indian automotive industry,1
Stakeholders' perspectives,1
Access to finance,1
challenges sustainability,1
Electrical equipment manufacturing,1
UNI/TS 11820,1
"Circular economy, Partial Least Square Structural Equation Modelling",1
DFX,1
Epistemic competencies,1
Knowledge integration,1
Electrochemical performances,1
Hydro-metallurgical processes,1
livestock feed,1
low-income country,1
smallholder,1
Deacetylated product,1
N-Acetylated product,1
Holt-Winters,1
KEMIRA,1
aromatized wine-type beverage,1
Mavrud,1
Rosa damascenaMill,1
rosé wine,1
enhanced weathering,1
High performance liquid chromatography - mass spectrometry,1
High temperature gel permeation chromatography,1
Thermodesorption gas chromatography,1
circular economy and regeneration,1
protecting the commons,1
Spirulina sp,1
natural pigment recovery,1
solvent-free extraction,1
biodegradable pot,1
coco coir,1
extracellular enzyme acidity,1
Jiffypot<sup>®</sup>,1
energy system,1
Environment exposure pathway,1
Wastewater treatment works,1
safer solvent,1
Performance indicator,1
bitumen alternative,1
circular binder,1
tall oil pitch,1
Bisphenol a,1
per- and polyfluoroalkyl substances,1
Zero-emission cities,1
Telecommunication,1
melt viscosity,1
polyester elastomer,1
thermoplastic polyether ester elastomer,1
aquafaba,1
red grape pomace,1
tahini,1
Industrial sludge,1
Adaptive approach,1
Multi-scale approach,1
Theoretical guideline,1
Aspergillus,1
carbohydrases,1
Health system,1
Health system resilience,1
Ventilator,1
Winemaking,1
MMQR method,1
Scaling strategies,1
gold ore,1
Radiata pine bark wax,1
Xenobiotics,1
Bio-sourced brick,1
Decrement factor,1
Thermal inertia,1
Time lag,1
hibernation,1
logit regression,1
multinomial logit regression,1
Economy index,1
IOT,1
Packaging efficiency,1
fish myofibrillar protein,1
fish protein concentrate (FPC),1
Catalyst loading,1
energy-saving potential,1
entropy weight method,1
CFBC technology,1
slag waste,1
Low concentration,1
Natural reductants,1
Pesticide removal,1
Photo-degradation,1
Mine reclamation,1
Water retention capacity,1
ethnographic and action research,1
production scale,1
Paradoxical tension,1
MMC,1
Si<sub>3</sub>N<sub>4</sub>,1
SiC,1
Intangible resources,1
Tangible resources,1
BERT,1
NLP tools,1
Q&A module,1
sustainable system,1
digital sources of information,1
elaboration likelihood model,1
marketing communication,1
Solvent-resistant ultrafiltration,1
policy targets,1
socioeconomic effects,1
C&D Waste,1
High ammonium nitrogen concentration,1
Motor rest area (MRA),1
decolonization,1
economic inequalities,1
garment durability,1
regional disparities,1
waste colonialism,1
alternative protein source,1
human food,1
Opuntia ficus indica,1
Tenebrio molitor rearing,1
terahertz imaging,1
terahertz spectroscopy,1
Repair companies,1
Service convenience,1
plastic production,1
Hydrothermal reaction,1
Plasma pre-treatment,1
Evolutionary engineering,1
Global transcriptional regulation,1
2G fermentable sugar,1
Microbial consortium,1
biotechnological and agricultural applications,1
chlamydospores,1
conidia,1
laser light,1
sub-product valorization,1
abandoned infrastructure,1
human welfare,1
leisure time,1
natural spaces,1
ceramic industry,1
context analysis,1
dematerialisation,1
foundation industries,1
alkoxide catalysts,1
green glycolysis,1
Drinking water treatment plants,1
Quartzite tailings,1
PC building,1
aeronautical biofuel,1
Colombian PESTEL,1
ECOCANVAS,1
SAF policies,1
Sustainable Aviation Fuel (SAF),1
multiple case study,1
Dual carbon,1
Process system engineering,1
CO<sub>2</sub>-EOR,1
Global circular economy,1
Nationally determined contribution (NDC),1
Utilization and storage (CCUS),1
UN SDG 14: Life below water,1
UN SDG 8: Decent work and economic growth,1
Dry-hopping,1
Hops,1
Sensory evaluation,1
user behavior,1
Chlorella sorokiniana TH01,1
Reducing sugar hydrolysate,1
bamboo particles,1
bio composite,1
impact sensor,1
calcining parameters,1
hydroxyapatite ash,1
rotary kiln,1
Sensory appeal,1
comparative study,1
design method,1
mechanical behaviours,1
raw earth materials,1
sheep wool fibres,1
Caprolactam,1
Synthetic textile,1
Chrome removal,1
Cleaner leather processing,1
Tannery effluent management,1
individual polyphenols,1
silverskin,1
spent coffee ground,1
partial calcination,1
ZnO/UiO66-NH <sub>2</sub> heterojunctions,1
chain elongation,1
microbial recycling,1
mixed culture,1
Construction and demolition waste classification,1
Deep residual network,1
Malmquist,1
rural revitalization,1
Hydraulic lime,1
high-tech metals,1
mineralogical waste characterization,1
roasted pyrite,1
untapped resources,1
Flexible all-solid-state supercapacitor,1
Hierarchical structure and bioinspiration,1
sugar content,1
Drivers and inhibitors,1
animal health,1
insect-derived products,1
livestock feeds,1
Foresight study,1
Simulation modelling,1
Mixed integer programming model,1
Alkali-activated binders,1
Sustainable cements,1
Food packaging design,1
circular economy in wastewater,1
solar process,1
head space solid phase microextraction,1
plant contamination,1
Agent based,1
Engineered wood,1
Medium density fibreboard,1
Eco-indicator 99 methodology,1
Nonlinear mathematical model,1
Optimization of water-energy-food-ecosystem nexus,1
activated carbon regeneration,1
Product proximity,1
Accountants,1
packaging material,1
Black soldier fly wastes,1
Sustainable biowaste management,1
insect production,1
Assessment Methodology,1
Smart Specialisation,1
agriculture-food secondary products,1
applied game theory,1
economic policy analysis,1
Pleurotus,1
Stevioside,1
Transglycosylation,1
β-Glucan valorization,1
β-Glucanase,1
cultural historic heritage,1
historic centers,1
integrated adaptive reuse projects,1
‘Rifugio Diffuso’,1
complex adaptive system,1
multi-tier supply chain management,1
transition phases management,1
Inoculant,1
face masks,1
microporous,1
oil sorbent,1
pouch,1
software application,1
environmental-oriented principle,1
plasctic waste,1
sircular economy,1
box plot,1
corrplot,1
deflection,1
Lytag lightweight aggregate,1
optimization algorithms,1
Chemical bonding,1
High performance,1
Novel sustainability,1
One-step cell collapse,1
Poplar-PVC composite,1
Membrane assisted solvent extraction,1
Polyvinylidene fluoride hollow fiber membrane,1
Solvent recycle,1
agrowaste management,1
bioinoculant,1
monosilicic acid,1
plant stress,1
silicon-solubilizing microorganism,1
Informal waste-pickers,1
Urban eco-industrial development,1
extended provider responsibility,1
Quintuple helix model,1
Managing projects,1
9-R principles,1
modular construction (MC),1
Atmosphere remediation,1
Mechanical beneficiation,1
Calcium carbonate precipitation,1
Vaterite,1
coffee silverskin cellulose,1
colored films,1
sensory properties,1
Depth separable convolution,1
Garbage classification and recycling,1
Lightweight network,1
ShuffleNet v2,1
YOLOv5s,1
alloy design,1
high-strength steels,1
construction and demolition industries,1
e-wastes,1
residual portlandite,1
Agri-food biowaste,1
Chemical characterization,1
Vaccinium myrtillus L,1
Multi correspondence analysis,1
Leaching mechanisms,1
barrier&solution analysis,1
F-MARCOS,1
IMF-SWARA,1
Resource recovery business model,1
human-centric,1
industry 4.0 (I4.0),1
industry 5.0,1
Fish-waste valorization,1
Bio-waste management,1
Kinetic and thermodynamic analysis,1
mechanical response,1
sigma phase,1
super duplex stainless steel,1
journal review,1
Bioderived nanostructures,1
Green biosensors,1
Firm partnership,1
German innovation survey,1
Main machine interaction,1
Sustainable logistics,1
electric furnace,1
heating of steel charge,1
scale adhesion,1
Product-Service System (PSS),1
Social media mining,1
Nitrogen extraction,1
Salmon frames,1
Sequential batch,1
Acidithiobacillus ferrooxidans,1
blast furnace cast house dust,1
metallurgical dust recycling,1
zinc removal,1
upgradability,1
ceramification,1
ceramization,1
silicone oil,1
styrene-butadiene rubber,1
Biomass and biochar,1
Carbon-neutrality,1
Magnetizing roasting,1
ReSOLVE actions,1
Pilot scale studies,1
Waste to bioenergy,1
Territorial approach,1
Vacant housing,1
Al nanopowder,1
drugs packaging,1
Fe nanopowder,1
Mediation,1
Supply chain management capabilities,1
Microscopic analysis,1
Pore structures,1
Strategic roadmap,1
ceramic waste aggregate,1
Circular business model or networks,1
R framework or strategies,1
global warming impact,1
post-consumer recycling,1
post-industrial recycling,1
bio-residues,1
greenhouse trial,1
soil biological activity,1
Plastic transformation,1
Valued chemicals,1
Agricultural waste valuation,1
Remoción de cobre,1
Valoración de residuos agrícolas,1
